;;;;;;;;;;;;;;;;;;;
Encuesta;Periodo;Indicadores;Nacional;Área;;Sexo;;;;;;;;;;;;;
;;;Total;Urbana;Rural;Hombre;Mujer;;;;;;;;;;;;
ENEMDU*;nov-22;Población en Edad de Trabajar (PET); 12.926.289 ; 9.005.018 ; 3.921.271 ; 6.316.779 ; 6.609.510 ;;;;;;;;;;;;
ENEMDU*;nov-22;Población Económicamente Activa; 8.380.304 ; 5.596.290 ; 2.784.013 ; 4.895.342 ; 3.484.962 ;;;;;;;;;;;;
ENEMDU*;nov-22;Empleo; 8.061.941 ; 5.332.131 ; 2.729.810 ; 4.730.486 ; 3.331.455 ;;;;;;;;;;;;
ENEMDU*;nov-22;Empleo Adecuado/Pleno; 2.981.886 ; 2.495.941 ; 485.944 ; 2.020.252 ; 961.633 ;;;;;;;;;;;;
ENEMDU*;nov-22;Subempleo; 1.921.319 ; 1.153.629 ; 767.689 ; 1.238.241 ; 683.078 ;;;;;;;;;;;;
ENEMDU*;nov-22;Subempleo por insuficiencia de tiempo de trabajo; 1.670.045 ; 1.035.788 ; 634.257 ; 1.066.585 ; 603.460 ;;;;;;;;;;;;
ENEMDU*;nov-22;Subempleo por insuficiencia de ingresos; 251.273 ; 117.841 ; 133.432 ; 171.655 ; 79.618 ;;;;;;;;;;;;
ENEMDU*;nov-22;Empleo no remunerado; 743.203 ; 226.003 ; 517.200 ; 190.731 ; 552.472 ;;;;;;;;;;;;
ENEMDU*;nov-22;Otro Empleo no pleno; 2.398.662 ; 1.440.813 ; 957.848 ; 1.269.543 ; 1.129.119 ;;;;;;;;;;;;
ENEMDU*;nov-22;Empleo no clasificado; 16.872 ; 15.744 ; 1.128 ; 11.719 ; 5.152 ;;;;;;;;;;;;
ENEMDU*;nov-22;Desempleo; 318.363 ; 264.159 ; 54.204 ; 164.856 ; 153.507 ;;;;;;;;;;;;
ENEMDU*;nov-22;Desempleo Abierto; 282.494 ; 234.256 ; 48.238 ; 149.399 ; 133.094 ;;;;;;;;;;;;
ENEMDU*;nov-22;Desempleo Oculto; 35.869 ; 29.903 ; 5.966 ; 15.457 ; 20.413 ;;;;;;;;;;;;
ENEMDU*;nov-22;Desempleo Cesante; 228.400 ; 196.406 ; 31.994 ; 131.256 ; 97.144 ;;;;;;;;;;;;
ENEMDU*;nov-22;Desempleo Nuevo; 89.963 ; 67.753 ; 22.210 ; 33.600 ; 56.363 ;;;;;;;;;;;;
ENEMDU*;nov-22;Población Económicamente Inactiva; 4.545.985 ; 3.408.728 ; 1.137.258 ; 1.421.437 ; 3.124.548 ;;;;;;;;;;;;
ENEMDU*;dic-22;Población Total; 18.183.483 ; 12.396.320 ; 5.787.163 ; 8.899.631 ; 9.283.852 ;;;;;;;;;;;;
ENEMDU*;dic-22;Población menor de 15 años; 5.242.003 ; 3.380.743 ; 1.861.260 ; 2.575.470 ; 2.666.533 ;;;;;;;;;;;;
ENEMDU*;dic-22;Población en Edad de Trabajar (PET); 12.941.480 ; 9.015.577 ; 3.925.903 ; 6.324.161 ; 6.617.319 ;;;;;;;;;;;;
ENEMDU*;dic-22;Población Económicamente Activa; 8.357.837 ; 5.465.707 ; 2.892.130 ; 4.904.975 ; 3.452.863 ;;;;;;;;;;;;
ENEMDU*;dic-22;Empleo; 8.090.895 ; 5.235.977 ; 2.854.918 ; 4.757.364 ; 3.333.531 ;;;;;;;;;;;;
ENEMDU*;dic-22;Empleo Adecuado/Pleno; 3.011.800 ; 2.433.701 ; 578.099 ; 2.017.090 ; 994.710 ;;;;;;;;;;;;
ENEMDU*;dic-22;Subempleo; 1.618.846 ; 1.081.992 ; 536.854 ; 1.001.678 ; 617.168 ;;;;;;;;;;;;
ENEMDU*;dic-22;Subempleo por insuficiencia de tiempo de trabajo; 1.496.089 ; 1.008.692 ; 487.396 ; 908.020 ; 588.069 ;;;;;;;;;;;;
ENEMDU*;dic-22;Subempleo por insuficiencia de ingresos; 122.757 ; 73.300 ; 49.457 ; 93.658 ; 29.099 ;;;;;;;;;;;;
ENEMDU*;dic-22;Empleo no remunerado; 893.980 ; 240.971 ; 653.008 ; 260.143 ; 633.837 ;;;;;;;;;;;;
ENEMDU*;dic-22;Otro Empleo no pleno; 2.549.766 ; 1.463.141 ; 1.086.625 ; 1.466.061 ; 1.083.706 ;;;;;;;;;;;;
ENEMDU*;dic-22;Empleo no clasificado; 16.504 ; 16.172 ; 332 ; 12.392 ; 4.112 ;;;;;;;;;;;;
ENEMDU*;dic-22;Desempleo; 266.942 ; 229.730 ; 37.212 ; 147.611 ; 119.331 ;;;;;;;;;;;;
ENEMDU*;dic-22;Desempleo Abierto; 234.246 ; 202.196 ; 32.050 ; 127.360 ; 106.886 ;;;;;;;;;;;;
ENEMDU*;dic-22;Desempleo Oculto; 32.696 ; 27.535 ; 5.162 ; 20.251 ; 12.445 ;;;;;;;;;;;;
ENEMDU*;dic-22;Desempleo Cesante; 196.508 ; 170.785 ; 25.723 ; 110.164 ; 86.344 ;;;;;;;;;;;;
ENEMDU*;dic-22;Desempleo Nuevo; 70.434 ; 58.945 ; 11.489 ; 37.447 ; 32.987 ;;;;;;;;;;;;
ENEMDU*;dic-22;Población Económicamente Inactiva; 4.583.643 ; 3.549.870 ; 1.033.773 ; 1.419.186 ; 3.164.456 ;;;;;;;;;;;;
ENEMDU*;ene-23;Población Total; 18.204.042 ; 12.410.344 ; 5.793.698 ; 8.909.706 ; 9.294.336 ;;;;;;;;;;;;
ENEMDU*;ene-23;Población menor de 15 años; 5.247.467 ; 3.384.258 ; 1.863.209 ; 2.578.133 ; 2.669.334 ;;;;;;;;;;;;
ENEMDU*;ene-23;Población en Edad de Trabajar (PET); 12.956.575 ; 9.026.086 ; 3.930.489 ; 6.331.573 ; 6.625.002 ;;;;;;;;;;;;
ENEMDU*;ene-23;Población Económicamente Activa; 8.568.867 ; 5.621.742 ; 2.947.125 ; 4.969.189 ; 3.599.678 ;;;;;;;;;;;;
ENEMDU*;ene-23;Empleo; 8.247.269 ; 5.343.715 ; 2.903.553 ; 4.815.036 ; 3.432.233 ;;;;;;;;;;;;
ENEMDU*;ene-23;Empleo Adecuado/Pleno; 2.982.924 ; 2.495.468 ; 487.455 ; 1.979.472 ; 1.003.452 ;;;;;;;;;;;;
ENEMDU*;ene-23;Subempleo; 1.656.685 ; 1.088.632 ; 568.053 ; 1.079.055 ; 577.630 ;;;;;;;;;;;;
ENEMDU*;ene-23;Subempleo por insuficiencia de tiempo de trabajo; 1.552.157 ; 1.027.340 ; 524.817 ; 1.002.065 ; 550.092 ;;;;;;;;;;;;
ENEMDU*;ene-23;Subempleo por insuficiencia de ingresos; 104.528 ; 61.292 ; 43.236 ; 76.990 ; 27.538 ;;;;;;;;;;;;
ENEMDU*;ene-23;Empleo no remunerado; 987.221 ; 241.504 ; 745.717 ; 298.800 ; 688.421 ;;;;;;;;;;;;
ENEMDU*;ene-23;Otro Empleo no pleno; 2.578.442 ; 1.476.710 ; 1.101.732 ; 1.427.810 ; 1.150.632 ;;;;;;;;;;;;
ENEMDU*;ene-23;Empleo no clasificado; 41.997 ; 41.401 ; 596 ; 29.900 ; 12.098 ;;;;;;;;;;;;
ENEMDU*;ene-23;Desempleo; 321.598 ; 278.026 ; 43.572 ; 154.154 ; 167.444 ;;;;;;;;;;;;
ENEMDU*;ene-23;Desempleo Abierto; 272.533 ; 237.729 ; 34.804 ; 128.628 ; 143.905 ;;;;;;;;;;;;
ENEMDU*;ene-23;Desempleo Oculto; 49.065 ; 40.297 ; 8.768 ; 25.525 ; 23.540 ;;;;;;;;;;;;
ENEMDU*;ene-23;Desempleo Cesante; 241.769 ; 213.821 ; 27.948 ; 123.131 ; 118.638 ;;;;;;;;;;;;
ENEMDU*;ene-23;Desempleo Nuevo; 79.829 ; 64.205 ; 15.624 ; 31.023 ; 48.807 ;;;;;;;;;;;;
ENEMDU*;ene-23;Población Económicamente Inactiva; 4.387.708 ; 3.404.344 ; 983.364 ; 1.362.384 ; 3.025.324 ;;;;;;;;;;;;
ENEMDU*;feb-23;Población Total; 18.224.686 ; 12.424.445 ; 5.800.241 ; 8.919.801 ; 9.304.885 ;;;;;;;;;;;;
ENEMDU*;feb-23;Población menor de 15 años; 5.252.920 ; 3.387.781 ; 1.865.139 ; 2.580.822 ; 2.672.098 ;;;;;;;;;;;;
ENEMDU*;feb-23;Población en Edad de Trabajar (PET); 12.971.766 ; 9.036.664 ; 3.935.102 ; 6.338.979 ; 6.632.787 ;;;;;;;;;;;;
ENEMDU*;feb-23;Población Económicamente Activa; 8.507.794 ; 5.597.520 ; 2.910.274 ; 4.914.051 ; 3.593.744 ;;;;;;;;;;;;
ENEMDU*;feb-23;Empleo; 8.179.132 ; 5.307.930 ; 2.871.202 ; 4.749.664 ; 3.429.468 ;;;;;;;;;;;;
ENEMDU*;feb-23;Empleo Adecuado/Pleno; 2.803.265 ; 2.326.670 ; 476.595 ; 1.871.671 ; 931.594 ;;;;;;;;;;;;
ENEMDU*;feb-23;Subempleo; 1.835.936 ; 1.148.234 ; 687.702 ; 1.151.389 ; 684.547 ;;;;;;;;;;;;
ENEMDU*;feb-23;Subempleo por insuficiencia de tiempo de trabajo; 1.683.721 ; 1.079.259 ; 604.462 ; 1.040.612 ; 643.110 ;;;;;;;;;;;;
ENEMDU*;feb-23;Subempleo por insuficiencia de ingresos; 152.214 ; 68.975 ; 83.239 ; 110.777 ; 41.437 ;;;;;;;;;;;;
ENEMDU*;feb-23;Empleo no remunerado; 937.121 ; 232.045 ; 705.076 ; 316.173 ; 620.948 ;;;;;;;;;;;;
ENEMDU*;feb-23;Otro Empleo no pleno; 2.588.381 ; 1.586.551 ; 1.001.830 ; 1.402.326 ; 1.186.055 ;;;;;;;;;;;;
ENEMDU*;feb-23;Empleo no clasificado; 14.430 ; 14.430 ; -   ; 8.106 ; 6.325 ;;;;;;;;;;;;
ENEMDU*;feb-23;Desempleo; 328.662 ; 289.590 ; 39.072 ; 164.387 ; 164.275 ;;;;;;;;;;;;
ENEMDU*;feb-23;Desempleo Abierto; 293.606 ; 261.817 ; 31.789 ; 150.045 ; 143.561 ;;;;;;;;;;;;
ENEMDU*;feb-23;Desempleo Oculto; 35.056 ; 27.773 ; 7.283 ; 14.341 ; 20.715 ;;;;;;;;;;;;
ENEMDU*;feb-23;Desempleo Cesante; 260.793 ; 231.130 ; 29.663 ; 126.080 ; 134.713 ;;;;;;;;;;;;
ENEMDU*;feb-23;Desempleo Nuevo; 67.869 ; 58.460 ; 9.409 ; 38.307 ; 29.562 ;;;;;;;;;;;;
ENEMDU*;feb-23;Población Económicamente Inactiva; 4.463.972 ; 3.439.144 ; 1.024.828 ; 1.424.928 ; 3.039.043 ;;;;;;;;;;;;
ENEMDU*;mar-23;Población Total; 18.245.394 ; 12.438.547 ; 5.806.847 ; 8.929.962 ; 9.315.432 ;;;;;;;;;;;;
ENEMDU*;mar-23;Población menor de 15 años; 5.258.367 ; 3.391.295 ; 1.867.072 ; 2.583.493 ; 2.674.874 ;;;;;;;;;;;;
ENEMDU*;mar-23;Población en Edad de Trabajar (PET); 12.987.027 ; 9.047.252 ; 3.939.775 ; 6.346.469 ; 6.640.558 ;;;;;;;;;;;;
ENEMDU*;mar-23;Población Económicamente Activa; 8.329.980 ; 5.462.721 ; 2.867.258 ; 4.903.870 ; 3.426.110 ;;;;;;;;;;;;
ENEMDU*;mar-23;Empleo; 8.027.315 ; 5.197.139 ; 2.830.175 ; 4.747.969 ; 3.279.346 ;;;;;;;;;;;;
ENEMDU*;mar-23;Empleo Adecuado/Pleno; 2.881.193 ; 2.369.091 ; 512.102 ; 1.937.324 ; 943.869 ;;;;;;;;;;;;
ENEMDU*;mar-23;Subempleo; 1.643.088 ; 1.046.432 ; 596.656 ; 1.008.736 ; 634.352 ;;;;;;;;;;;;
ENEMDU*;mar-23;Subempleo por insuficiencia de tiempo de trabajo; 1.531.278 ; 992.240 ; 539.038 ; 929.833 ; 601.445 ;;;;;;;;;;;;
ENEMDU*;mar-23;Subempleo por insuficiencia de ingresos; 111.810 ; 54.192 ; 57.618 ; 78.902 ; 32.907 ;;;;;;;;;;;;
ENEMDU*;mar-23;Empleo no remunerado; 915.994 ; 255.764 ; 660.231 ; 288.879 ; 627.115 ;;;;;;;;;;;;
ENEMDU*;mar-23;Otro Empleo no pleno; 2.574.987 ; 1.514.314 ; 1.060.673 ; 1.507.221 ; 1.067.766 ;;;;;;;;;;;;
ENEMDU*;mar-23;Empleo no clasificado; 12.052 ; 11.538 ; 514 ; 5.808 ; 6.244 ;;;;;;;;;;;;
ENEMDU*;mar-23;Desempleo; 302.665 ; 265.582 ; 37.083 ; 155.901 ; 146.764 ;;;;;;;;;;;;
ENEMDU*;mar-23;Desempleo Abierto; 272.881 ; 242.598 ; 30.283 ; 141.275 ; 131.605 ;;;;;;;;;;;;
ENEMDU*;mar-23;Desempleo Oculto; 29.784 ; 22.984 ; 6.800 ; 14.626 ; 15.159 ;;;;;;;;;;;;
ENEMDU*;mar-23;Desempleo Cesante; 230.185 ; 203.896 ; 26.289 ; 124.650 ; 105.535 ;;;;;;;;;;;;
ENEMDU*;mar-23;Desempleo Nuevo; 72.480 ; 61.686 ; 10.794 ; 31.251 ; 41.229 ;;;;;;;;;;;;
ENEMDU*;mar-23;Población Económicamente Inactiva; 4.657.047 ; 3.584.531 ; 1.072.517 ; 1.442.599 ; 3.214.448 ;;;;;;;;;;;;
ENEMDU*;abr-23;Población Total; 18.266.060 ; 12.452.639 ; 5.813.421 ; 8.940.061 ; 9.325.999 ;;;;;;;;;;;;
ENEMDU*;abr-23;Población menor de 15 años; 5.263.810 ; 3.394.799 ; 1.869.011 ; 2.586.171 ; 2.677.639 ;;;;;;;;;;;;
ENEMDU*;abr-23;Población en Edad de Trabajar (PET); 13.002.250 ; 9.057.840 ; 3.944.410 ; 6.353.890 ; 6.648.360 ;;;;;;;;;;;;
ENEMDU*;abr-23;Población Económicamente Activa; 8.503.313 ; 5.594.849 ; 2.908.464 ; 4.972.002 ; 3.531.311 ;;;;;;;;;;;;
ENEMDU*;abr-23;Empleo; 8.161.465 ; 5.294.764 ; 2.866.701 ; 4.803.904 ; 3.357.561 ;;;;;;;;;;;;
ENEMDU*;abr-23;Empleo Adecuado/Pleno; 2.990.453 ; 2.527.682 ; 462.771 ; 1.984.101 ; 1.006.352 ;;;;;;;;;;;;
ENEMDU*;abr-23;Subempleo; 1.691.748 ; 1.023.322 ; 668.426 ; 1.090.372 ; 601.376 ;;;;;;;;;;;;
ENEMDU*;abr-23;Subempleo por insuficiencia de tiempo de trabajo; 1.571.492 ; 960.206 ; 611.287 ; 1.003.601 ; 567.891 ;;;;;;;;;;;;
ENEMDU*;abr-23;Subempleo por insuficiencia de ingresos; 120.255 ; 63.116 ; 57.139 ; 86.771 ; 33.484 ;;;;;;;;;;;;
ENEMDU*;abr-23;Empleo no remunerado; 881.302 ; 189.626 ; 691.676 ; 234.201 ; 647.101 ;;;;;;;;;;;;
ENEMDU*;abr-23;Otro Empleo no pleno; 2.577.450 ; 1.538.210 ; 1.039.240 ; 1.482.633 ; 1.094.817 ;;;;;;;;;;;;
ENEMDU*;abr-23;Empleo no clasificado; 20.512 ; 15.924 ; 4.588 ; 12.598 ; 7.914 ;;;;;;;;;;;;
ENEMDU*;abr-23;Desempleo; 341.849 ; 300.085 ; 41.764 ; 168.098 ; 173.751 ;;;;;;;;;;;;
ENEMDU*;abr-23;Desempleo Abierto; 305.944 ; 276.996 ; 28.948 ; 145.259 ; 160.685 ;;;;;;;;;;;;
ENEMDU*;abr-23;Desempleo Oculto; 35.905 ; 23.089 ; 12.816 ; 22.839 ; 13.066 ;;;;;;;;;;;;
ENEMDU*;abr-23;Desempleo Cesante; 234.283 ; 205.438 ; 28.845 ; 121.125 ; 113.158 ;;;;;;;;;;;;
ENEMDU*;abr-23;Desempleo Nuevo; 107.566 ; 94.647 ; 12.919 ; 46.973 ; 60.593 ;;;;;;;;;;;;
ENEMDU*;abr-23;Población Económicamente Inactiva; 4.498.937 ; 3.462.991 ; 1.035.946 ; 1.381.888 ; 3.117.049 ;;;;;;;;;;;;
ENEMDU*;may-23;Población Total; 18.286.780 ; 12.466.774 ; 5.820.006 ; 8.950.214 ; 9.336.566 ;;;;;;;;;;;;
ENEMDU*;may-23;Población menor de 15 años; 5.269.301 ; 3.398.340 ; 1.870.961 ; 2.588.854 ; 2.680.447 ;;;;;;;;;;;;
ENEMDU*;may-23;Población en Edad de Trabajar (PET); 13.017.479 ; 9.068.434 ; 3.949.045 ; 6.361.360 ; 6.656.119 ;;;;;;;;;;;;
ENEMDU*;may-23;Población Económicamente Activa; 8.263.434 ; 5.444.463 ; 2.818.971 ; 4.893.843 ; 3.369.591 ;;;;;;;;;;;;
ENEMDU*;may-23;Empleo; 7.998.639 ; 5.221.252 ; 2.777.386 ; 4.763.634 ; 3.235.005 ;;;;;;;;;;;;
ENEMDU*;may-23;Empleo Adecuado/Pleno; 3.005.243 ; 2.469.235 ; 536.008 ; 1.984.643 ; 1.020.600 ;;;;;;;;;;;;
ENEMDU*;may-23;Subempleo; 1.559.193 ; 977.462 ; 581.731 ; 1.029.052 ; 530.141 ;;;;;;;;;;;;
ENEMDU*;may-23;Subempleo por insuficiencia de tiempo de trabajo; 1.464.582 ; 924.852 ; 539.730 ; 969.864 ; 494.719 ;;;;;;;;;;;;
ENEMDU*;may-23;Subempleo por insuficiencia de ingresos; 94.611 ; 52.610 ; 42.001 ; 59.189 ; 35.422 ;;;;;;;;;;;;
ENEMDU*;may-23;Empleo no remunerado; 886.274 ; 230.207 ; 656.068 ; 283.786 ; 602.489 ;;;;;;;;;;;;
ENEMDU*;may-23;Otro Empleo no pleno; 2.526.815 ; 1.524.478 ; 1.002.337 ; 1.454.679 ; 1.072.136 ;;;;;;;;;;;;
ENEMDU*;may-23;Empleo no clasificado; 21.113 ; 19.871 ; 1.242 ; 11.474 ; 9.639 ;;;;;;;;;;;;
ENEMDU*;may-23;Desempleo; 264.796 ; 223.211 ; 41.585 ; 130.209 ; 134.587 ;;;;;;;;;;;;
ENEMDU*;may-23;Desempleo Abierto; 239.376 ; 203.779 ; 35.597 ; 120.829 ; 118.546 ;;;;;;;;;;;;
ENEMDU*;may-23;Desempleo Oculto; 25.420 ; 19.432 ; 5.988 ; 9.380 ; 16.040 ;;;;;;;;;;;;
ENEMDU*;may-23;Desempleo Cesante; 190.735 ; 161.698 ; 29.037 ; 103.855 ; 86.881 ;;;;;;;;;;;;
ENEMDU*;may-23;Desempleo Nuevo; 74.061 ; 61.513 ; 12.548 ; 26.355 ; 47.706 ;;;;;;;;;;;;
ENEMDU*;may-23;Población Económicamente Inactiva; 4.754.045 ; 3.623.971 ; 1.130.074 ; 1.467.517 ; 3.286.528 ;;;;;;;;;;;;
ENEMDU*;jun-23;Población Total; 18.307.520 ; 12.480.922 ; 5.826.598 ; 8.960.395 ; 9.347.125 ;;;;;;;;;;;;
ENEMDU*;jun-23;Población menor de 15 años; 5.274.772 ; 3.401.881 ; 1.872.891 ; 2.591.534 ; 2.683.238 ;;;;;;;;;;;;
ENEMDU*;jun-23;Población en Edad de Trabajar (PET); 13.032.748 ; 9.079.041 ; 3.953.707 ; 6.368.861 ; 6.663.887 ;;;;;;;;;;;;
ENEMDU*;jun-23;Población Económicamente Activa; 8.441.393 ; 5.561.706 ; 2.879.686 ; 4.921.542 ; 3.519.851 ;;;;;;;;;;;;
ENEMDU*;jun-23;Empleo; 8.117.781 ; 5.283.360 ; 2.834.420 ; 4.764.543 ; 3.353.238 ;;;;;;;;;;;;
ENEMDU*;jun-23;Empleo Adecuado/Pleno; 2.908.862 ; 2.427.442 ; 481.420 ; 1.953.549 ; 955.313 ;;;;;;;;;;;;
ENEMDU*;jun-23;Subempleo; 1.698.817 ; 1.068.890 ; 629.927 ; 1.060.102 ; 638.715 ;;;;;;;;;;;;
ENEMDU*;jun-23;Subempleo por insuficiencia de tiempo de trabajo; 1.539.779 ; 979.482 ; 560.297 ; 940.880 ; 598.898 ;;;;;;;;;;;;
ENEMDU*;jun-23;Subempleo por insuficiencia de ingresos; 159.038 ; 89.407 ; 69.630 ; 119.221 ; 39.817 ;;;;;;;;;;;;
ENEMDU*;jun-23;Empleo no remunerado; 976.772 ; 245.789 ; 730.983 ; 308.135 ; 668.637 ;;;;;;;;;;;;
ENEMDU*;jun-23;Otro Empleo no pleno; 2.506.046 ; 1.519.683 ; 986.363 ; 1.427.641 ; 1.078.405 ;;;;;;;;;;;;
ENEMDU*;jun-23;Empleo no clasificado; 27.284 ; 21.556 ; 5.728 ; 15.117 ; 12.167 ;;;;;;;;;;;;
ENEMDU*;jun-23;Desempleo; 323.612 ; 278.346 ; 45.266 ; 156.999 ; 166.612 ;;;;;;;;;;;;
ENEMDU*;jun-23;Desempleo Abierto; 309.242 ; 268.664 ; 40.578 ; 152.988 ; 156.254 ;;;;;;;;;;;;
ENEMDU*;jun-23;Desempleo Oculto; 14.370 ; 9.682 ; 4.688 ; 4.012 ; 10.358 ;;;;;;;;;;;;
ENEMDU*;jun-23;Desempleo Cesante; 250.741 ; 217.257 ; 33.484 ; 128.661 ; 122.080 ;;;;;;;;;;;;
ENEMDU*;jun-23;Desempleo Nuevo; 72.871 ; 61.089 ; 11.782 ; 28.338 ; 44.532 ;;;;;;;;;;;;
ENEMDU*;jun-23;Población Económicamente Inactiva; 4.591.355 ; 3.517.335 ; 1.074.021 ; 1.447.319 ; 3.144.036 ;;;;;;;;;;;;
ENEMDU*;jul-23;Población Total; 18.369.613 ; 12.523.339 ; 5.846.274 ; 8.990.836 ; 9.378.777 ;;;;;;;;;;;;
ENEMDU*;jul-23;Población menor de 15 años; 5.314.484 ; 3.424.489 ; 1.889.995 ; 2.605.585 ; 2.708.900 ;;;;;;;;;;;;
ENEMDU*;jul-23;Población en Edad de Trabajar (PET); 13.055.129 ; 9.098.850 ; 3.956.279 ; 6.385.252 ; 6.669.878 ;;;;;;;;;;;;
ENEMDU*;jul-23;Población Económicamente Activa; 8.423.105 ; 5.554.328 ; 2.868.777 ; 4.909.318 ; 3.513.787 ;;;;;;;;;;;;
ENEMDU*;jul-23;Empleo; 8.110.823 ; 5.279.233 ; 2.831.590 ; 4.754.494 ; 3.356.328 ;;;;;;;;;;;;
ENEMDU*;jul-23;Empleo Adecuado/Pleno; 2.988.083 ; 2.476.271 ; 511.812 ; 2.012.919 ; 975.164 ;;;;;;;;;;;;
ENEMDU*;jul-23;Subempleo; 1.699.076 ; 991.253 ; 707.823 ; 1.074.554 ; 624.521 ;;;;;;;;;;;;
ENEMDU*;jul-23;Subempleo por insuficiencia de tiempo de trabajo; 1.585.742 ; 928.672 ; 657.070 ; 995.571 ; 590.171 ;;;;;;;;;;;;
ENEMDU*;jul-23;Subempleo por insuficiencia de ingresos; 113.334 ; 62.581 ; 50.753 ; 78.984 ; 34.350 ;;;;;;;;;;;;
ENEMDU*;jul-23;Empleo no remunerado; 884.198 ; 238.291 ; 645.907 ; 268.864 ; 615.333 ;;;;;;;;;;;;
ENEMDU*;jul-23;Otro Empleo no pleno; 2.525.133 ; 1.560.951 ; 964.181 ; 1.390.620 ; 1.134.513 ;;;;;;;;;;;;
ENEMDU*;jul-23;Empleo no clasificado; 14.334 ; 12.467 ; 1.866 ; 7.536 ; 6.797 ;;;;;;;;;;;;
ENEMDU*;jul-23;Desempleo; 312.283 ; 275.095 ; 37.187 ; 154.824 ; 157.459 ;;;;;;;;;;;;
ENEMDU*;jul-23;Desempleo Abierto; 280.743 ; 248.553 ; 32.190 ; 133.065 ; 147.678 ;;;;;;;;;;;;
ENEMDU*;jul-23;Desempleo Oculto; 31.539 ; 26.542 ; 4.998 ; 21.759 ; 9.781 ;;;;;;;;;;;;
ENEMDU*;jul-23;Desempleo Cesante; 232.159 ; 202.605 ; 29.553 ; 119.152 ; 113.007 ;;;;;;;;;;;;
ENEMDU*;jul-23;Desempleo Nuevo; 80.124 ; 72.490 ; 7.634 ; 35.672 ; 44.452 ;;;;;;;;;;;;
ENEMDU*;jul-23;Población Económicamente Inactiva; 4.632.024 ; 3.544.522 ; 1.087.502 ; 1.475.933 ; 3.156.091 ;;;;;;;;;;;;
ENEMDU*;ago-23;Población Total; 18.390.471 ; 12.537.532 ; 5.852.939 ; 9.001.045 ; 9.389.426 ;;;;;;;;;;;;
ENEMDU*;ago-23;Población menor de 15 años; 5.320.534 ; 3.428.387 ; 1.892.147 ; 2.608.550 ; 2.711.984 ;;;;;;;;;;;;
ENEMDU*;ago-23;Población en Edad de Trabajar (PET); 13.069.937 ; 9.109.145 ; 3.960.792 ; 6.392.495 ; 6.677.442 ;;;;;;;;;;;;
ENEMDU*;ago-23;Población Económicamente Activa; 8.507.480 ; 5.588.678 ; 2.918.803 ; 4.978.089 ; 3.529.391 ;;;;;;;;;;;;
ENEMDU*;ago-23;Empleo; 8.211.821 ; 5.334.922 ; 2.876.899 ; 4.830.076 ; 3.381.745 ;;;;;;;;;;;;
ENEMDU*;ago-23;Empleo Adecuado/Pleno; 2.975.380 ; 2.444.988 ; 530.391 ; 1.998.725 ; 976.654 ;;;;;;;;;;;;
ENEMDU*;ago-23;Subempleo; 1.800.406 ; 1.144.490 ; 655.916 ; 1.142.090 ; 658.316 ;;;;;;;;;;;;
ENEMDU*;ago-23;Subempleo por insuficiencia de tiempo de trabajo; 1.674.319 ; 1.081.120 ; 593.199 ; 1.048.418 ; 625.900 ;;;;;;;;;;;;
ENEMDU*;ago-23;Subempleo por insuficiencia de ingresos; 126.087 ; 63.370 ; 62.717 ; 93.672 ; 32.415 ;;;;;;;;;;;;
ENEMDU*;ago-23;Empleo no remunerado; 895.083 ; 234.297 ; 660.786 ; 286.014 ; 609.070 ;;;;;;;;;;;;
ENEMDU*;ago-23;Otro Empleo no pleno; 2.518.471 ; 1.489.630 ; 1.028.841 ; 1.390.270 ; 1.128.201 ;;;;;;;;;;;;
ENEMDU*;ago-23;Empleo no clasificado; 22.481 ; 21.517 ; 964 ; 12.977 ; 9.504 ;;;;;;;;;;;;
ENEMDU*;ago-23;Desempleo; 295.660 ; 253.756 ; 41.904 ; 148.013 ; 147.647 ;;;;;;;;;;;;
ENEMDU*;ago-23;Desempleo Abierto; 274.025 ; 234.570 ; 39.454 ; 140.202 ; 133.822 ;;;;;;;;;;;;
ENEMDU*;ago-23;Desempleo Oculto; 21.635 ; 19.185 ; 2.450 ; 7.811 ; 13.825 ;;;;;;;;;;;;
ENEMDU*;ago-23;Desempleo Cesante; 199.132 ; 173.471 ; 25.662 ; 103.810 ; 95.323 ;;;;;;;;;;;;
ENEMDU*;ago-23;Desempleo Nuevo; 96.527 ; 80.285 ; 16.242 ; 44.203 ; 52.324 ;;;;;;;;;;;;
ENEMDU*;ago-23;Población Económicamente Inactiva; 4.562.457 ; 3.520.467 ; 1.041.990 ; 1.414.406 ; 3.148.051 ;;;;;;;;;;;;
ENEMDU*;sep-23;Población Total; 18.411.314 ; 12.551.722 ; 5.859.592 ; 9.011.225 ; 9.400.089 ;;;;;;;;;;;;
ENEMDU*;sep-23;Población menor de 15 años; 5.326.564 ; 3.432.264 ; 1.894.300 ; 2.611.509 ; 2.715.055 ;;;;;;;;;;;;
ENEMDU*;sep-23;Población en Edad de Trabajar (PET); 13.084.750 ; 9.119.458 ; 3.965.292 ; 6.399.716 ; 6.685.034 ;;;;;;;;;;;;
ENEMDU*;sep-23;Población Económicamente Activa; 8.768.992 ; 5.697.854 ; 3.071.138 ; 5.059.159 ; 3.709.833 ;;;;;;;;;;;;
ENEMDU*;sep-23;Empleo; 8.446.444 ; 5.424.898 ; 3.021.546 ; 4.912.138 ; 3.534.306 ;;;;;;;;;;;;
